Akaka (D-HI)	Alexander (R-TN)	Allard (R-CO)	Allen (R-VA)	Baucus (D-MT)	Bayh (D-IN)	Bennett (R-UT)	Biden (D-DE)	Bingaman (D-NM)	Bond (R-MO)	Boxer (D-CA)	Breaux (D-LA)	Brownback (R-KS)	Bunning (R-KY)	Burns (R-MT)	Byrd (D-WV)	Campbell (R-CO)	Cantwell (D-WA)	Carper (D-DE)	Chafee (R-RI)	Chambliss (R-GA)	Clinton (D-NY)	Cochran (R-MS)	Coleman (R-MN)	Collins (R-ME)	Conrad (D-ND)	Cornyn (R-TX)	Corzine (D-NJ)	Craig (R-ID)	Crapo (R-ID)	Daschle (D-SD)	Dayton (D-MN)	DeWine (R-OH)	Dodd (D-CT)	Dole (R-NC)	Domenici (R-NM)	Dorgan (D-ND)	Durbin (D-IL)	Edwards (D-NC)	Ensign (R-NV)	Enzi (R-WY)	Feingold (D-WI)	Feinstein (D-CA)	Fitzgerald (R-IL)	Frist (R-TN)	Graham (D-FL)	Graham (R-SC)	Grassley (R-IA)	Gregg (R-NH)	Hagel (R-NE)	Harkin (D-IA)	Hatch (R-UT)	Hollings (D-SC)	Hutchison (R-TX)	Inhofe (R-OK)	Inouye (D-HI)	Jeffords (I-VT)	Johnson (D-SD)	Kennedy (D-MA)	Kerry (D-MA)	Kohl (D-WI)	Kyl (R-AZ)	Landrieu (D-LA)	Lautenberg (D-NJ)	Leahy (D-VT)	Levin (D-MI)	Lieberman (D-CT)	Lincoln (D-AR)	Lott (R-MS)	Lugar (R-IN)	McCain (R-AZ)	McConnell (R-KY)	Mikulski (D-MD)	Miller (D-GA)	Murkowski (R-AK)	Murray (D-WA)	Nelson (D-FL)	Nelson (D-NE)	Nickles (R-OK)	Pryor (D-AR)	Reed (D-RI)	Reid (D-NV)	Roberts (R-KS)	Rockefeller (D-WV)	Santorum (R-PA)	Sarbanes (D-MD)	Schumer (D-NY)	Sessions (R-AL)	Shelby (R-AL)	Smith (R-OR)	Snowe (R-ME)	Specter (R-PA)	Stabenow (D-MI)	Stevens (R-AK)	Sununu (R-NH)	Talent (R-MO)	Thomas (R-WY)	Voinovich (R-OH)	Warner (R-VA)	Wyden (D-OR)	outcome	congress	session	date	type	question	prop	out
-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	0 1	d	d	d	d	d	d	d
																																																																																																				class							
1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	108	108-1	February 24, 2003, 05:32 PM	 (S. 151, As Amended )	An Act to prevent child abduction and the sexual exploitation of children, and for other purposes.	1/2	Bill Passed	
1	1	1	1	1	1	1	-1	-1	1	1	0	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	108	108-1	February 26, 2003, 11:27 PM	 (Motion To Instruct Sergeant At Arms )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	1/2	Motion for Attendance Agreed to	
1	1	1	1	1	1	1	-1	-1	1	1	0	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	108	108-1	February 27, 2003, 12:02 AM	 (Motion To Instruct Sergeant At Arms )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	1/2	Motion for Attendance Agreed to	
1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 3, 2003, 05:31 PM	 (Confirmation of Marian Blank Horn, of Maryland, to be a Judge of The U.S. Court of Federal Claims )	Marian Blank Horn, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years. (Reappointment)	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 4, 2003, 04:30 PM	 (S. Res. 71 As Amended )		1/2	Resolution Agreed to	
0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	March 6, 2003, 10:35 AM	 (Motion To Invoke Cloture On The Nomination Of Miguel A. Estrada To Be U.S. Circuit Judge )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	3/5	Cloture Motion Rejected	
1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	-1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	-1	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	-1	1	-1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 6, 2003, 04:08 PM	 (Levin Amdt. No. 252 As Modified )	To provide an additional condition requiring notice and consultations prior to withdrawal from, or extension of, the Treaty.	1/2	Amendment Rejected	
1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	-1	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	-1	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 6, 2003, 05:44 PM	 (Kerry Amdt. No. 255 )	To provide an additional condition.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 6, 2003, 06:46 PM	 (Treaty Document 107-8 Resolution Of Ratification )	The Treaty Between the United States of America and the Russian Federation on Strategic Offensive Reductions, Signed at Moscow on May 24, 2002	2/3	Resolution of Ratification Agreed to	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 10, 2003, 05:47 PM	 (Confirmation Gregory L. Frost, Of Ohio, To Be U.S. District Judge )	Gregory L. Frost, of Ohio, to be United States District Judge for the Southern District of Ohio, vice George C. Smith, retired.	1/2	Nomination Confirmed	
1	0	0	0	1	1	0	-1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	-1	1	0	1	1	1	1	1	1	0	0	0	-1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	108	108-1	March 11, 2003, 06:59 PM	 (Motion To Waive C.B.A. RE: Murray Amdt. No. 258 )	To improve the availability of contraceptives for women.	3/5	Amendment Rejected	
0	1	1	1	0	0	1	-1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	108	108-1	March 12, 2003, 12:39 PM	 (Motion To Table Durbin Amdt. No. 259 As Modified )	In the nature of a substitute.	1/2	Motion to Table Agreed to	
1	0	0	0	1	1	0	-1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	-1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	108	108-1	March 12, 2003, 01:11 PM	 (Boxer Motion To Commit S. 3 To The Judiciary Committee With Instructions )	A bill to prohibit the procedure commonly known as partial-birth abortion.	1/2	Motion Rejected	
1	0	0	0	1	1	0	-1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	-1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	108	108-1	March 12, 2003, 04:03 PM	 (Harkin Amdt. No. 260 )	To express the sense of the Senate concerning the decision of the Supreme Court in Roe v. Wade.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	-1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	-1	1	0	0	1	1	1	1	1	0	0	0	-1	1	0	0	1	1	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 12, 2003, 06:23 PM	 (Feinstein Amdt. No. 261 )	In the nature of a substitute.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 12, 2003, 06:52 PM	 (Confirmation William D. Quarles, Jr. Of Maryland To Be U.S. District Judge )	William D. Quarles, Jr., of Maryland, to be United States District Judge for the District of Maryland, vice William M. Nickerson, retired.	1/2	Nomination Confirmed	
0	1	1	1	0	1	1	-1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	-1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	-1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	108	108-1	March 13, 2003, 09:45 AM	 (S. 3 As Amended )	A bill to prohibit the procedure commonly known as partial-birth abortion.	1/2	Bill Passed	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 13, 2003, 10:10 AM	 (Confirmation Thomas A. Varlan, Of Tennessee, To Be U.S. District Judge )	Thomas A. Varlan, of Tennessee, to be United States District Judge for the Eastern District of Tennessee, vice Robert Leon Jordan, retired.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	-1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	-1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	March 13, 2003, 02:52 PM	 (Motion To Invoke Cloture On The Nomination Of Miguel A. Estrada, Of Virginia, To Be U.S. Circuit Judge )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	3/5	Cloture Motion Rejected	
1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1	0	-1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	-1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	-1	1	0	1	1	0	-1	1	-1	1	0	1	0	1	1	1	1	1	-1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	March 13, 2003, 04:19 PM	 (Confirmantion Jay S. Bybee, Of Nevada, To Be U.S. Circuit Judge )	Jay S. Bybee, of Nevada, to be United States Circuit Judge for the Ninth Circuit, vice Procter R. Hug, Jr., retired.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 13, 2003, 04:16 PM	 (Confirmation J. Daniel Breen, Of Tennessee, To Be U.S. District Judge )	J. Daniel Breen, of Tennessee, to be United States District Judge for the Western District of Tennessee, vice Julia Smith Gibbons, elevated.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	March 18, 2003, 12:01 PM	 (Motion to Invoke Cloture on the Nomination of Miguel A. Estrada to be U.S. Circuit Judge. )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	3/5	Cloture Motion Rejected	
1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	-1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 18, 2003, 05:01 PM	 (Motion to Waive CBA Re: Conrad Amdt. No. 264 )	To prevent further deficit increases, except for national and homeland security and short-term effects of measures providing for economic recovery, until the President submits to Congress a detailed estimate of the full cost of the conflict with Iraq.	3/5	Motion Rejected	
0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	-1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	March 18, 2003, 05:32 PM	 (Motion to Table Conrad Amdt. No. 266 )	To redirect $1.214 trillion in revenues that would have been lost by implementing the President's entire tax cut agenda into a reserve fund to strengthen the Social Security trust funds over the long-term.	1/2	Motion to Table Agreed to	
0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	108	108-1	March 19, 2003, 03:10 PM	 (Boxer Amdt. No. 272. )	To prevent consideration of drilling in the Arctic National Wildlife Refuge in a fast-track budget reconciliation bill.	1/2	Amendment Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	-1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	March 19, 2003, 05:00 PM	 (Motion to Table Murray Amdt. No. 284 )	To fully fund the No Child Left Behind Act in 2004 and reduce debt by reducing tax breaks for the wealthiest taxpayers.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 20, 2003, 05:04 PM	 (S.Res. 95 )		1/2	Resolution Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	-1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	108	108-1	March 20, 2003, 05:33 PM	 (Kyl Amdt. No. 288, as Modified )	To provide financial security to family farm and small business owners by ending the unfair practice of taxing someone at death.	1/2	Amendment Agreed to	
0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	-1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	March 20, 2003, 05:55 PM	 (Motion to Table Graham (FL) Amdt. No. 294 )	To provide a meaningful prescription drug benefit in Medicare that is available to all beneficiaries.	1/2	Motion to Table Agreed to	
1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	-1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	108	108-1	March 20, 2003, 06:26 PM	 (Rockefeller Amdt. No. 275 )	To express the sense of the Senate concerning State fiscal relief.	1/2	Amendment Agreed to	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	-1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 21, 2003, 09:45 AM	 (Schumer Amdt. No. 299 )	To provide immediate assistance to meet pressing homeland security needs by providing funding in 2003 for first responders, port security, bioterrorism preparedness and prevention, border security and transit security, the FBI; to restore the elimination of funding of the COPS program, firefighter equipment grants, Byrne Grants and Local Law enforcement grants; to provide a sustained commitment of resources for homeland security needs without reducing funding to other key domestic law enforcement and public safety priorities; and to reduce the deficit.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 21, 2003, 10:33 AM	 (Cochran Amdt. No. 369 )	To make additional funds available for certain homeland security needs.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	108	108-1	March 21, 2003, 10:58 AM	 (Feingold Amdt. No. 270 )	To set aside a reserve fund for possible military action and reconstruction in Iraq.	1/2	Amendment Agreed to	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	-1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 21, 2003, 11:32 AM	 (Lautenberg Amdt. No. 300 )	To restore national security funding.	1/2	Amendment Rejected	
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	108-1	March 21, 2003, 11:39 AM	 (Hollings Amdt. No. 265 )	To eliminate tax cuts.	1/2	Amendment Rejected	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 21, 2003, 12:01 PM	 (Conrad Amdt. No. 376 )	To provide full funding for the individuals with Disabilities Education Act (IDEA) part B grants over ten years by reducing tax breaks for the wealthiest tax payers.	1/2	Amendment Rejected	
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	March 21, 2003, 12:19 PM	 (Gregg Amdt. No. 377 )	To increase funding for part B of the Individuals with Disabilities Education Act by reducing spending on other government programs by a commensurate amount.	1/2	Amendment Agreed to	
1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	March 21, 2003, 12:39 PM	 (Mikulski Amdt. No. 349 )	To revise the resolution to accommodate in reconciliations legislation a partially refundable tax credit of up to $5,000 for eligible expenses for individuals with long term or chronic care needs or their family caregivers who pay these expenses; in which "eligible expenses" shall include prescription drugs, medical bills, durable medical equipment, home health care custodial care, respite care, adult day care, transportation to chronic care or medical facilities, specialized therapy (including occupational therapy, physical therapy, or rehabilitational therapy), other specialized services for children (including day care for children with special needs) and other long term care related expenses as defined by the Secretary of Health and Human Services; and in which "individuals with long term or chronic care needs" of daily living, individuals with severe cognitive impairment, individual	1/2	Amendment Rejected	
